year,value,variable,country,unit,source_note
1955,-98.65792921393636,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1956,-98.21320598801667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1957,-99.48217517648334,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1958,-99.5973861846,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1959,-97.80093129750833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1960,-98.54862802575833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1961,-98.55505133685834,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1962,-100.03236599278334,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1963,-98.265471277225,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1964,-99.06480417028332,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1965,-99.905255274325,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1966,-98.31749790548334,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1967,-98.59715290754167,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1968,-98.99378862555834,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1969,-98.63534327329167,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1970,-99.32128535571667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1971,-99.94915709545835,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1972,-98.82967392219166,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1973,-99.206131261525,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1974,-101.30874728186666,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1975,-100.01280249491667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1976,-99.03688777460833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1977,-99.76923160321667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1978,-99.36154754359167,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1979,-99.42337995910833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1980,-99.91308474674167,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1981,-99.71177162565834,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1982,-100.19443906389166,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1983,-99.287922826125,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1984,-99.43141715613332,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1985,-99.86905165412502,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1986,-99.94762831425,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1987,-99.36726733709999,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1988,-99.38977991168333,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1989,-99.70094935525833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1990,-99.56542066710834,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1991,-100.16687310265833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1992,-100.60056193179999,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1993,-100.18233564740832,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1994,-99.43669437492501,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1995,-99.83381828135833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1996,-99.732295474,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1997,-100.15895005548333,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1998,-100.51137793951666,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
1999,-99.59911086415,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2000,-99.5418059464,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2001,-101.11710350330833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2002,-99.54695989023332,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2003,-99.64093822475833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2004,-99.880835351525,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2005,-99.63514826166666,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2006,-99.62775723649168,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2007,-99.80055201056666,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2008,-101.81417485000001,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2009,-99.54399574636666,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2010,-99.56087234225,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2011,-99.89305325660833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2012,-100.50530634638334,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2013,-99.61870846613333,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2014,-100.12668058125,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2015,-100.16616023202499,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2016,-99.71219248036665,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2017,-99.67149815144167,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2018,-100.07540160946667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2019,-100.48295569471667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2020,-100.24282087736667,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2021,-99.77985510659165,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2022,-100.01519611405,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2023,-100.00586949835834,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2024,-100.29072715700833,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2025,-100.05988690974999,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
2026,-99.65360841160438,iip_yoy,JP,pct,FRED JPNPRINTO01GPSAM 1955+ (idx prev=100)
